Item_ID,URL,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10
50689074_066,https://s7d2.scene7.com/is/image/nu/50689074_066_b?$pdp-regular$,4.013241735,-0.154721666,0.650254343,0.064151067,-3.585317569,-2.862227741,0.243735167,-0.374489836,-1.947359322,0.634478807
50752617_049,https://s7d2.scene7.com/is/image/nu/50752617_049_b?$pdp-regular$,-0.155669204,1.743279632,2.025563921,0.808953754,-1.952321411,-4.771714673,-1.221491689,-0.390818826,1.164345116,1.203314787
50807510_009,https://s7d2.scene7.com/is/image/nu/50807510_009_b?$pdp-regular$,-2.966754157,0.519986442,0.493507179,-2.921645418,-0.305090529,-3.478812704,-0.841604358,-0.410479107,1.386269374,-0.257692614
50807510_060,https://s7d2.scene7.com/is/image/nu/50807510_060_b?$pdp-regular$,-2.833333188,-0.478182353,1.197767055,-2.250247997,-2.216500863,-0.887659933,-0.807874133,0.301173205,1.642471558,0.226315454
50878875_001,https://s7d2.scene7.com/is/image/nu/50878875_001_b?$pdp-regular$,3.804825866,-2.794690604,2.318573488,1.534510275,1.02393614,-0.317634791,-1.889357606,0.968814611,0.94064982,0.261380588
50878875_023,https://s7d2.scene7.com/is/image/nu/50878875_023_b?$pdp-regular$,3.45077923,-1.322376831,1.603332979,-1.597619562,0.549682614,-0.478230216,-0.951480311,2.520838495,-0.196018152,-0.232907444
50878875_034,https://s7d2.scene7.com/is/image/nu/50878875_034_b?$pdp-regular$,2.490896144,-3.99228954,1.431056223,1.552080671,0.674402518,0.513532785,0.269957609,1.835659341,-0.998049116,-0.358586928
50900679_060,https://s7d2.scene7.com/is/image/nu/50900679_060_b?$pdp-regular$,3.735197367,-1.027361959,3.730134924,-1.954003736,-2.284636925,1.942147066,0.858569756,0.72239487,-0.631291903,-0.962917394
50942556_040,https://s7d2.scene7.com/is/image/nu/50942556_040_b?$pdp-regular$,4.925389641,0.802147823,-1.611272349,-1.152655286,0.182629662,1.38207981,-1.321402818,0.785453559,-0.235422704,-0.59368352
51083806_018,https://s7d2.scene7.com/is/image/nu/51083806_018_b?$pdp-regular$,4.099822374,0.27950143,-0.318995001,0.599075209,-1.259851938,-1.021267956,2.489383835,-1.559684855,-2.759974347,1.100336282
51114833_040,https://s7d2.scene7.com/is/image/nu/51114833_040_b?$pdp-regular$,0.125955174,0.259243853,1.472221487,-1.540535774,-3.05033507,2.94838764,2.428820254,-0.873093206,1.298306365,0.281925807
51156271_089,https://s7d2.scene7.com/is/image/nu/51156271_089_b?$pdp-regular$,0.594517579,-1.16083382,0.433295399,-2.975842189,0.558960496,2.346653957,1.794079052,1.811677062,-2.713739713,2.001124649
51157683_082,https://s7d2.scene7.com/is/image/nu/51157683_082_b?$pdp-regular$,4.792712775,-0.45156977,2.145609379,-0.359835578,-0.489401301,-1.213129031,0.892519635,0.920078029,-2.231419849,1.116813935
51171254_040,https://s7d2.scene7.com/is/image/nu/51171254_040_0?$pdp-regular$,2.951702065,-0.762061899,1.146888295,-0.312505544,-4.251868932,-0.114996208,-0.340876885,-1.034238608,-1.208252125,-0.714188725
51171254_062,https://s7d2.scene7.com/is/image/nu/51171254_062_0?$pdp-regular$,2.169752108,1.108219452,0.94218166,-0.910386004,-4.070612023,0.080047072,0.486123582,-0.293305708,-2.497365923,-2.481343903
51171254_072,https://s7d2.scene7.com/is/image/nu/51171254_072_0?$pdp-regular$,1.269947159,-0.501312817,1.102348061,-0.972798517,-4.639531038,-0.502347805,-0.363558886,-0.182355738,-1.02250566,-0.676370163
51176196_038,https://s7d2.scene7.com/is/image/nu/51176196_038_b?$pdp-regular$,-0.233539012,-0.049447723,-0.508208881,0.014782418,-3.604504125,-2.769176927,1.065290025,2.007997524,-0.437672978,1.070774967
51182210_070,https://s7d2.scene7.com/is/image/nu/51182210_070_b?$pdp-regular$,3.85905823,0.915190818,-1.979963979,-0.493651908,1.70469081,-0.172469101,1.408257996,0.760934959,-3.10527889,0.266222916
51210789_001,https://s7d2.scene7.com/is/image/nu/51210789_001_b-1?$pdp-regular$,2.818967246,1.245335554,5.207403947,-0.950793081,-0.698376937,-0.142352125,-0.318508616,-1.803763467,0.118588722,-0.628737803
51210789_062,https://s7d2.scene7.com/is/image/nu/51210789_062_b?$pdp-regular$,3.066322048,0.761637821,4.905843973,-0.272882129,-1.272258088,0.470297921,0.217520715,-1.693383125,-0.666187279,-0.970576668
51210789_070,https://s7d2.scene7.com/is/image/nu/51210789_070_b-1?$pdp-regular$,2.287237179,1.612441037,4.781361708,-0.716760887,-2.138207334,-0.325868375,-0.115390953,-1.481945921,-0.115361563,-1.459250214
51228476_015,https://s7d2.scene7.com/is/image/nu/51228476_015_b?$pdp-regular$,5.348483383,0.639498259,0.352267494,0.254966011,-0.103405907,-0.581883834,-0.123874946,-1.317105638,-3.514112462,0.886630729
51253854_001,https://s7d2.scene7.com/is/image/nu/51253854_001_b?$pdp-regular$,1.636190077,1.425422819,3.844241065,-2.027387703,2.41734829,-0.647242393,-1.38352988,0.644276853,-0.681597672,-2.213314359
51253854_011,https://s7d2.scene7.com/is/image/nu/51253854_011_b?$pdp-regular$,1.155326366,1.252105261,1.978203775,-2.914047909,2.706959155,-0.099168821,-0.038728426,-0.114296477,-0.710410302,-2.233408184
51254894_001,https://s7d2.scene7.com/is/image/nu/51254894_001_b?$pdp-regular$,-3.610511694,-0.429238294,-0.17403052,-4.883916157,-0.700153852,-2.225103153,-1.699345077,-0.208159736,0.385852249,-2.699284762
51254894_060,https://s7d2.scene7.com/is/image/nu/51254894_060_b?$pdp-regular$,-0.767840335,-1.398207798,-0.309507175,-5.173111458,-0.069140318,-1.296574343,-2.04864289,-0.634723887,-0.240446794,-2.599827982
51305142_000,https://s7d2.scene7.com/is/image/nu/51305142_000_b?$pdp-regular$,1.543643493,2.459656354,-0.120847052,-0.142439101,1.06476445,2.665145161,2.282791238,0.481930012,-1.859205701,-0.514313313
51305365_000,https://s7d2.scene7.com/is/image/nu/51305365_000_b?$pdp-regular$,5.475467873,0.87473713,1.725414975,1.490847691,-2.546563605,-0.281859757,0.357534685,0.145501639,-1.711737648,0.664215196
51305548_001,https://s7d2.scene7.com/is/image/nu/51305548_001_b?$pdp-regular$,3.66230783,0.735426964,0.016092084,-1.044740506,-0.399527133,-2.610433707,0.958580243,-0.767027996,-0.893724626,1.176847918
51309482_066,https://s7d2.scene7.com/is/image/nu/51309482_066_b?$pdp-regular$,-1.382774725,0.59809936,-1.30661874,-1.390493012,-1.988788095,-2.185674397,-0.069636695,0.200502977,-0.802833528,-3.416906952
51309722_079,https://s7d2.scene7.com/is/image/nu/51309722_079_b?$pdp-regular$,-0.954990619,-0.01953018,2.220808774,-1.96985776,-2.749957642,-3.198349755,-0.141757704,-0.234787567,0.943993543,-0.173026988
51310076_066,https://s7d2.scene7.com/is/image/nu/51310076_066_b?$pdp-regular$,1.209903635,-0.602608116,1.804766198,-0.748013871,-4.278787689,-0.033232221,-1.049538067,-1.811717472,-2.223606637,-2.459499466
51312346_049,https://s7d2.scene7.com/is/image/nu/51312346_049_b?$pdp-regular$,0.772885468,-0.396837462,0.923149804,-1.270656599,-5.154081757,0.839952262,-0.54478157,1.18898149,0.585531469,-1.659998006
51312916_069,https://s7d2.scene7.com/is/image/nu/51312916_069_b?$pdp-regular$,-1.109748435,0.312893993,1.777560812,-0.368026723,-4.150111075,0.536580357,0.092900695,1.090620485,0.524151423,-1.192146739
51313005_000,https://s7d2.scene7.com/is/image/nu/51313005_000_b?$pdp-regular$,1.66400073,-0.356605045,4.201745345,-1.764196766,-2.771985234,1.706108186,0.612876602,0.631433053,-0.839005618,-1.426744218
51313864_049,https://s7d2.scene7.com/is/image/nu/51313864_049_b?$pdp-regular$,-0.621641688,-0.794611342,-0.24460409,-1.026856216,-2.879825064,-2.509058459,0.225551528,2.683346998,-0.090920124,1.051466964
51313914_009,https://s7d2.scene7.com/is/image/nu/51313914_009_b?$pdp-regular$,0.676291333,2.949110235,1.191789846,-0.304201823,1.31865012,-1.428124626,-1.384229771,3.533490497,0.879129325,-3.19058987
51313997_000,https://s7d2.scene7.com/is/image/nu/51313997_000_b?$pdp-regular$,2.705352177,-0.232746811,2.394781435,-0.033243441,-2.840634217,-0.019591164,1.526027111,3.218946619,-0.129097731,0.358070808
51314094_041,https://s7d2.scene7.com/is/image/nu/51314094_041_b?$pdp-regular$,-2.378563155,2.929069877,0.656374678,0.29174434,-0.035054709,-2.356675665,3.323068657,-1.221370116,0.63179494,0.37127192
51314367_049,https://s7d2.scene7.com/is/image/nu/51314367_049_b?$pdp-regular$,2.462054392,2.013851952,2.772230891,-0.555330956,-1.492238252,1.645900588,2.375321789,2.748318569,0.00196542,-1.605003469
51315406_010,https://s7d2.scene7.com/is/image/nu/51315406_010_b?$pdp-regular$,-2.329914485,0.230249075,2.715088761,-0.800405232,-3.164421781,-1.744401655,1.798970933,1.544008411,1.91268706,-0.535073348
51315604_030,https://s7d2.scene7.com/is/image/nu/51315604_030_b?$pdp-regular$,-1.534883246,-1.843865143,1.407983525,-2.351297735,-2.3338016,2.255240562,3.397246031,-0.856224172,0.189222351,1.207747022
51315711_080,https://s7d2.scene7.com/is/image/nu/51315711_080_b?$pdp-regular$,-0.446152571,-1.429203517,3.251396521,-1.216821754,-4.2603792,-1.391926415,0.546250343,1.568054031,1.801046188,0.896725774
51315943_010,https://s7d2.scene7.com/is/image/nu/51315943_010_b?$pdp-regular$,0.80763724,1.628322082,0.174174567,0.369843965,-3.891838462,0.203182099,2.921673577,1.529963054,1.415998271,0.506514921
51322394_030,https://s7d2.scene7.com/is/image/nu/51322394_030_b?$pdp-regular$,0.666388135,-0.527153303,0.896706856,-1.241751911,-3.467089007,0.823915256,3.411913869,2.493862354,0.927924912,1.513728612
51322436_040,https://s7d2.scene7.com/is/image/nu/51322436_040_b?$pdp-regular$,2.002803691,2.276147006,2.216674831,0.713728891,-1.342464112,1.151296235,2.983762051,2.080985035,1.387324169,-0.950331419
51322592_000,https://s7d2.scene7.com/is/image/nu/51322592_000_b?$pdp-regular$,-3.200293013,1.17089182,0.763757223,-0.568006106,-2.054528512,1.233345874,3.699143673,1.595239708,0.370763023,1.288753306
51322675_010,https://s7d2.scene7.com/is/image/nu/51322675_010_b?$pdp-regular$,2.087534096,-0.926929022,-0.47695766,-2.135945025,-0.301686342,1.303252062,1.561666074,3.946007592,-1.149940538,1.075170712
51322998_060,https://s7d2.scene7.com/is/image/nu/51322998_060_b?$pdp-regular$,-2.907133234,2.012058289,-0.162648971,0.131986895,-1.767314412,1.391183789,3.409152947,1.919621204,-0.545253546,1.297579661
51331270_010,https://s7d2.scene7.com/is/image/nu/51331270_010_b?$pdp-regular$,3.573862314,-0.319692818,-0.009291517,-1.515139484,-1.509598097,2.625176706,-0.076508573,2.178326738,-0.770794846,-1.22913993
51332419_000,https://s7d2.scene7.com/is/image/nu/51332419_000_b?$pdp-regular$,-2.155823609,-1.020550199,-1.153151366,-2.563794263,-3.086163752,2.525702809,0.132291353,-1.023805895,-1.241327281,-2.081954121
51359727_069,https://s7d2.scene7.com/is/image/nu/51359727_069_b?$pdp-regular$,2.744308663,-0.885152172,-1.188395812,-1.737474424,-2.74063735,-0.900654686,-0.967203391,-0.358384065,-3.190191281,-0.250146954
51369577_015,https://s7d2.scene7.com/is/image/nu/51369577_015_b?$pdp-regular$,2.911124921,-2.324100859,0.63518843,-2.986797155,-1.456014527,1.979846645,1.528176829,1.1406235,-1.265994493,-0.237384928
51370229_001,https://s7d2.scene7.com/is/image/nu/51370229_001_b?$pdp-regular$,2.422013183,2.60367498,1.744583497,-1.567067849,3.00605793,0.528111481,2.118438264,-1.179718162,1.170733989,-1.600321262
51370229_066,https://s7d2.scene7.com/is/image/nu/51370229_066_b?$pdp-regular$,2.499178393,2.615394544,1.242009205,-0.531884108,2.763499142,1.07463754,2.986801464,0.674281072,1.126705664,0.175074104
51370419_001,https://s7d2.scene7.com/is/image/nu/51370419_001_b?$pdp-regular$,3.266207385,0.655778248,2.108388621,-1.131813025,0.23176994,-0.603102714,-0.30962065,1.590723055,-0.602902931,-0.958350461
51370419_030,https://s7d2.scene7.com/is/image/nu/51370419_030_b?$pdp-regular$,2.240954818,0.635116716,3.185448104,-1.266925231,-0.719653358,-1.349391797,0.080642431,2.011260568,1.038796753,-0.220829735
51371409_001,https://s7d2.scene7.com/is/image/nu/51371409_001_b?$pdp-regular$,2.100610024,0.263298601,-0.403678574,-0.39373316,-2.504890249,-3.259740558,0.027651764,-1.493065641,0.282481354,1.102878174
51371409_060,https://s7d2.scene7.com/is/image/nu/51371409_060_b?$pdp-regular$,2.610230611,-0.048602214,0.714879901,0.195769011,-3.791243171,-3.006150396,0.739969005,-0.764145643,-0.262458541,0.939040766
51381697_010,https://s7d2.scene7.com/is/image/nu/51381697_010_b?$pdp-regular$,-0.651535949,1.860509953,-0.853957566,0.007460377,-1.026984222,-2.960098684,3.921402777,-0.920054954,-0.001448093,-0.461258133
51381838_040,https://s7d2.scene7.com/is/image/nu/51381838_040_b?$pdp-regular$,3.057629889,1.96765752,2.784981048,-0.289917145,0.741955951,-0.803460524,3.055522393,-1.440412722,-0.289366338,-0.771849385
51382000_001,https://s7d2.scene7.com/is/image/nu/51382000_001_b?$pdp-regular$,0.293504067,1.645213383,-0.429888804,-0.419504128,-2.619480603,-3.184786421,2.636807886,-2.826207114,1.289007994,-0.137851569
51382315_001,https://s7d2.scene7.com/is/image/nu/51382315_001_b?$pdp-regular$,-0.449568613,1.55394136,0.984446168,-1.525726296,0.46645131,-1.702309496,3.471776691,-4.069326329,1.092495077,-0.228953156
51386530_030,https://s7d2.scene7.com/is/image/nu/51386530_030_b?$pdp-regular$,-0.297325275,2.161856726,1.73996915,0.992565413,-2.07261386,-2.167094301,2.264741152,0.135416668,1.903106798,0.910196256
51391092_038,https://s7d2.scene7.com/is/image/nu/51391092_038_b?$pdp-regular$,2.989219456,1.171928075,0.597624219,0.609653411,-2.378243939,-2.542982379,0.718161419,-0.357255237,-0.842496003,0.612165437
51391241_001,https://s7d2.scene7.com/is/image/nu/51391241_001_b?$pdp-regular$,0.12302215,1.915820586,-0.000460651,-0.622317092,-1.77606885,-0.178632579,3.191540344,0.688688007,0.297908571,-0.910521595
51406924_080,https://s7d2.scene7.com/is/image/nu/51406924_080_b?$pdp-regular$,-0.46028346,3.412195054,0.42430487,1.592172637,-1.019229367,-1.417821517,3.10819445,-0.137174335,1.23288249,-1.321968244
51407195_027,https://s7d2.scene7.com/is/image/nu/51407195_027_b?$pdp-regular$,-0.95916226,3.417438539,-1.382337543,1.458427426,-1.05285444,-1.169955937,2.081254351,-1.482281844,-0.442990503,-2.48033336
51407468_015,https://s7d2.scene7.com/is/image/nu/51407468_015_b?$pdp-regular$,-1.884930119,2.885608094,2.584939447,1.504868499,-1.944864258,0.057120044,4.180941396,0.196125659,0.301682131,-0.997739846
51416436_001,https://s7d2.scene7.com/is/image/nu/51416436_001_0?$pdp-regular$,-0.071465973,1.275620471,2.925983039,-3.667863575,1.812413848,1.658251906,-0.991799507,-2.29838832,0.999848172,-2.014278421
51416436_060,https://s7d2.scene7.com/is/image/nu/51416436_060_b?$pdp-regular$,0.189844928,0.792643071,2.124896344,-3.126415392,1.259931195,2.248749953,-0.562262329,-1.28585944,1.350332255,-2.433567287
51416436_066,https://s7d2.scene7.com/is/image/nu/51416436_066_b?$pdp-regular$,0.080328797,0.777913744,2.732028268,-3.917656712,1.525234245,1.696938781,-0.72558317,-1.381869891,1.676080118,-1.918938143
51421261_001,https://s7d2.scene7.com/is/image/nu/51421261_001_b?$pdp-regular$,0.353792536,1.60620226,0.827047591,-0.185973424,-2.322844538,-1.189054362,2.177533148,-3.609786523,1.123255463,0.718607926
51441061_001,https://s7d2.scene7.com/is/image/nu/51441061_001_b?$pdp-regular$,1.834869754,0.523903135,0.666456874,-0.18686501,-3.070990587,-2.946899866,2.482183663,1.906584283,-1.083572524,1.725980365
51441533_040,https://s7d2.scene7.com/is/image/nu/51441533_040_b?$pdp-regular$,4.20846609,0.776565607,2.183661195,-0.82228426,-0.581623123,-1.150244969,2.609177404,1.114909542,-1.361292931,0.811510079
51441889_047,https://s7d2.scene7.com/is/image/nu/51441889_047_b?$pdp-regular$,1.503522206,1.444775775,1.372437913,-2.018665083,2.456344223,0.165292437,2.918371095,0.533286192,-0.316959427,-1.224735276
51441970_011,https://s7d2.scene7.com/is/image/nu/51441970_011_b?$pdp-regular$,3.076236838,-0.909771478,1.822154566,-1.237587542,-3.773407699,-1.003366325,0.843556621,-0.017977891,-1.178528006,0.081787505
51442051_067,https://s7d2.scene7.com/is/image/nu/51442051_067_b?$pdp-regular$,2.811217391,-2.484230054,-0.248754082,-1.408863193,-2.729161847,-0.241077284,0.499007592,1.102112544,1.142153642,2.857973535
51442275_014,https://s7d2.scene7.com/is/image/nu/51442275_014_b?$pdp-regular$,5.064671859,1.568974479,-0.619890846,-1.57790271,1.222684446,0.521820022,-1.722644194,-0.318253198,0.027880411,-1.489112763
51443851_001,https://s7d2.scene7.com/is/image/nu/51443851_001_b-1?$pdp-regular$,1.829204326,0.135663511,0.803419344,-1.39204336,-3.655426898,-1.909148091,-1.417133861,-1.576536526,-2.881219206,-1.172623431
51443851_060,https://s7d2.scene7.com/is/image/nu/51443851_060_b?$pdp-regular$,3.685171193,-1.060737461,1.041877408,-0.804349385,-3.421871599,-1.639738965,-0.862964466,-1.206558753,-2.603031123,0.516369334
51452340_041,https://s7d2.scene7.com/is/image/nu/51452340_041_b?$pdp-regular$,-1.9877929,3.584336832,0.836304987,0.689869633,-1.109428023,-1.528176586,2.789960139,0.530730433,0.942351887,-0.439042384
51453041_010,https://s7d2.scene7.com/is/image/nu/51453041_010_b?$pdp-regular$,-1.842449925,-1.529202842,2.240714716,-2.5816988,-2.352126329,1.364254958,3.486798195,-2.639861182,0.653992915,0.583637801
51462919_055,https://s7d2.scene7.com/is/image/nu/51462919_055_b?$pdp-regular$,5.138386184,-0.622058991,1.968564259,-0.69161183,-0.98873653,-0.706184984,1.32058115,0.463537458,-2.734595436,1.44817885
51462968_045,https://s7d2.scene7.com/is/image/nu/51462968_045_b?$pdp-regular$,5.245969788,-0.382231633,0.642641027,-1.25804725,-1.479852968,-0.650085615,-0.126354912,0.82716796,-1.279907649,-0.242010844
51463123_010,https://s7d2.scene7.com/is/image/nu/51463123_010_b?$pdp-regular$,-1.356352021,-0.299198538,-0.826031807,-2.159775484,-4.36263761,-0.334352654,1.186507968,0.639142751,0.553892622,-0.319139014
51463313_001,https://s7d2.scene7.com/is/image/nu/51463313_001_b?$pdp-regular$,5.583057608,0.684813223,2.819387778,-0.527621326,-0.307417002,-2.026449273,0.267611999,0.1702195,-0.594016235,1.01828303
51463362_001,https://s7d2.scene7.com/is/image/nu/51463362_001_b?$pdp-regular$,3.769058337,1.129563762,2.59575349,0.072297727,-3.328783845,-1.791954847,0.597922965,-1.151059934,1.252450127,0.580911524
51463537_010,https://s7d2.scene7.com/is/image/nu/51463537_010_b?$pdp-regular$,2.430345007,2.056520773,0.137887094,-0.162208299,0.84346564,-0.586400842,1.906700949,3.031140097,-0.299822669,-1.603790973
51463586_060,https://s7d2.scene7.com/is/image/nu/51463586_060_b?$pdp-regular$,3.182761517,2.432593487,3.899911489,0.87205892,-1.510269125,-2.263947661,0.014742252,1.620751741,0.445865578,-0.658997341
51473916_000,https://s7d2.scene7.com/is/image/nu/51473916_000_b?$pdp-regular$,1.350044889,-0.655436784,-0.193249403,-1.907683455,-4.160229234,0.119918366,2.161945809,0.86998912,-1.068230122,0.131789488
51484459_040,https://s7d2.scene7.com/is/image/nu/51484459_040_b2?$pdp-regular$,-0.12579313,0.042914902,0.169917041,-1.433910208,-1.913675052,2.019072681,2.380361564,0.804535162,1.316408495,-0.25365033
51484939_010,https://s7d2.scene7.com/is/image/nu/51484939_010_b?$pdp-regular$,-0.648156428,0.444549088,1.50736035,-1.037885871,-4.66701698,-0.286635653,1.695703804,0.822228367,2.002994627,0.807522433
51485092_049,https://s7d2.scene7.com/is/image/nu/51485092_049_b?$pdp-regular$,2.489555592,0.706511681,-0.87420596,1.242149389,-3.418232988,-1.369152363,0.348329617,-0.369080671,-0.943553076,2.056098663
51523074_041,https://s7d2.scene7.com/is/image/nu/51523074_041_b?$pdp-regular$,-2.543460303,0.490973162,1.572565446,-1.902645989,1.072471965,-0.298176182,3.145686101,-2.561241221,0.208998717,0.73243716
51523108_030,https://s7d2.scene7.com/is/image/nu/51523108_030_b?$pdp-regular$,2.311385707,1.03436491,-0.835824359,0.20804184,-1.295983135,-1.992184463,3.493820838,-1.606697399,-1.115504651,1.154539556
51626315_040,https://s7d2.scene7.com/is/image/nu/51626315_040_b?$pdp-regular$,0.620693738,-0.888457241,1.166069637,-0.31491887,-4.913133889,0.044300724,-1.261794941,0.801333886,-2.96463366,-1.171123208
51652071_010,https://s7d2.scene7.com/is/image/nu/51652071_010_b?$pdp-regular$,4.029665736,-0.431152299,4.501994825,-1.499647095,-1.80345915,-0.465654661,0.35321443,0.086371784,0.228227073,0.079879859
51731404_092,https://s7d2.scene7.com/is/image/nu/51731404_092_b?$pdp-regular$,1.997654605,1.449016202,1.879194618,-1.574968384,0.717807538,0.075310819,1.666227642,-0.110477027,-0.647188771,-0.74671332
51736411_012,https://s7d2.scene7.com/is/image/nu/51736411_012_b?$pdp-regular$,-2.797571135,-1.274493778,0.716538832,-5.388154043,-0.040074889,0.235737099,-0.135059338,-1.579989237,0.061268976,-0.568461142
51736411_086,https://s7d2.scene7.com/is/image/nu/51736411_086_b?$pdp-regular$,-2.586634714,-1.057508637,-0.505850485,-4.820750611,0.731404224,-0.549193501,-0.776112496,-2.683621434,-0.459231503,-1.292846437
51737138_009,https://s7d2.scene7.com/is/image/nu/51737138_009_b?$pdp-regular$,2.479330978,-1.61983505,0.298818539,-2.902976411,-2.648873231,-0.544933478,-1.369640297,-2.537400927,-1.697873677,0.048945331
51738441_009,https://s7d2.scene7.com/is/image/nu/51738441_009_b?$pdp-regular$,-3.506455092,1.076592922,-1.606245057,-2.752366506,0.679144202,-3.586659968,-1.717595026,-0.284106328,0.595667919,0.112573947
51738441_052,https://s7d2.scene7.com/is/image/nu/51738441_052_b?$pdp-regular$,-3.269011606,0.129044543,0.332391658,-2.565361977,-0.705095783,-3.065178155,-3.276432342,-0.266165176,1.448944092,-1.285342723
51756955_001,https://s7d2.scene7.com/is/image/nu/51756955_001_b?$pdp-regular$,0.781595918,3.148434029,-0.006208128,1.074340364,-1.089357982,0.248449847,2.420056381,-1.410313066,1.840522917,-0.864331825
51756955_010,https://s7d2.scene7.com/is/image/nu/51756955_010_b?$pdp-regular$,1.102995245,1.647245006,1.026559163,-0.046635486,-3.047772949,-0.795133301,3.944098785,-1.683512949,1.71748172,-0.340051135
51757318_080,https://s7d2.scene7.com/is/image/nu/51757318_080_b?$pdp-regular$,-1.560731471,1.358792885,1.892730427,-1.202577768,-3.412479712,-0.690061095,1.392093905,-0.230842528,0.979162711,-2.146098802
51757680_055,https://s7d2.scene7.com/is/image/nu/51757680_055_b?$pdp-regular$,0.519652199,1.264744081,0.027708644,-1.117037542,-1.969317415,-3.696855741,0.741630701,1.878533521,1.22844587,1.018912462
51760098_079,https://s7d2.scene7.com/is/image/nu/51760098_079_b?$pdp-regular$,-1.6354266,1.582640217,2.014903314,0.670650588,-3.2109192,-1.210431012,1.468623156,1.645375223,0.637454407,-0.568202899
51762284_011,https://s7d2.scene7.com/is/image/nu/51762284_011_b?$pdp-regular$,-0.561304735,3.03283878,-2.691064556,-0.771982645,-1.007783369,-1.920400016,-0.05483203,0.615897617,2.220765248,-0.896675043
51762334_030,https://s7d2.scene7.com/is/image/nu/51762334_030_b?$pdp-regular$,2.101682888,3.511685213,-1.225379,0.194563064,0.377251796,0.96525615,-1.11282162,3.470769671,-0.447588452,-1.750126751
51762664_066,https://s7d2.scene7.com/is/image/nu/51762664_066_b?$pdp-regular$,4.226898246,1.975777176,0.784602782,0.899491619,-1.256592161,0.013715458,0.127245706,1.051347356,-2.689091368,-0.717629511
51762839_000,https://s7d2.scene7.com/is/image/nu/51762839_000_b?$pdp-regular$,4.963330606,0.804547717,0.561040552,0.562903996,-0.47807834,1.126137377,-0.65541471,0.464839527,-3.073042947,0.477259209
51764025_069,https://s7d2.scene7.com/is/image/nu/51764025_069_b?$pdp-regular$,-3.347959859,0.852434373,-0.417363277,-3.954342391,1.43105008,-2.424833925,-0.053157238,-0.610047305,1.425118995,-0.69616508
51764314_030,https://s7d2.scene7.com/is/image/nu/51764314_030_b?$pdp-regular$,-0.559568497,2.169155679,0.423654756,1.078784836,-1.615101314,-0.386688113,4.076784115,-1.437621448,-0.323385977,0.323519003
51767135_072,https://s7d2.scene7.com/is/image/nu/51767135_072_b?$pdp-regular$,-1.828815067,2.249051754,0.783527088,0.016029836,-1.376361804,-2.314862399,1.54865088,1.691260738,-0.292931153,1.819557806
51767275_041,https://s7d2.scene7.com/is/image/nu/51767275_041_b?$pdp-regular$,1.079016591,1.110756271,-1.518848136,-1.078449746,2.682918134,0.944810803,3.193718046,3.639189028,-2.166180346,0.565912967
51770857_045,https://s7d2.scene7.com/is/image/nu/51770857_045_b?$pdp-regular$,-2.698630833,1.075846436,2.995946587,-2.50551626,0.413860235,2.930039411,2.950831898,0.0217269,0.55366201,0.232096398
51771228_000,https://s7d2.scene7.com/is/image/nu/51771228_000_b?$pdp-regular$,-1.734425797,-1.600318239,0.182500436,-3.416975784,-1.967621289,2.06377753,4.539606114,-1.222811572,-0.218687801,1.63427012
51776334_027,https://s7d2.scene7.com/is/image/nu/51776334_027_b?$pdp-regular$,2.080861499,1.4750685,-0.562231951,-0.048585281,-1.771382236,-1.551535917,-1.036177135,-0.14755188,1.369391461,0.807760159
51776532_011,https://s7d2.scene7.com/is/image/nu/51776532_011_b?$pdp-regular$,2.285269362,2.080807834,-3.436814817,0.300972003,-0.930173562,-2.192562004,1.008644845,-0.297442207,1.544341407,-0.179092287
51779023_024,https://s7d2.scene7.com/is/image/nu/51779023_024_b?$pdp-regular$,-1.210488075,2.611990299,-2.513104286,-0.021731156,0.088537225,-3.026070972,2.573650187,2.403245146,-0.188631012,0.20413339
51781466_009,https://s7d2.scene7.com/is/image/nu/51781466_009_b?$pdp-regular$,-3.122317939,-0.600210381,-1.594272971,-2.984556527,-0.730669919,-2.384933589,-3.663027987,0.443344273,0.006228004,-0.484996398
51781698_061,https://s7d2.scene7.com/is/image/nu/51781698_061_b?$pdp-regular$,-2.628499411,1.650932685,-0.566802497,-0.72587859,-1.473457556,-0.805876794,-1.216100288,1.35296313,2.054715569,0.183735202
51782217_009,https://s7d2.scene7.com/is/image/nu/51782217_009_b?$pdp-regular$,2.69518089,0.856316455,1.546576775,-1.145627366,-0.289072373,0.742478099,-1.821613359,1.537388423,1.124533814,-2.249563585
51782282_070,https://s7d2.scene7.com/is/image/nu/51782282_070_b?$pdp-regular$,-1.964566044,-1.616351268,-1.737610503,-3.524855164,-1.660602833,-1.453539352,-2.490571889,0.744634585,-0.106327782,-0.529758259
51786408_079,https://s7d2.scene7.com/is/image/nu/51786408_079_b?$pdp-regular$,0.323314715,0.386034936,-0.086473951,-3.955997104,1.246531947,1.081728265,0.204074603,1.841647406,0.357813467,-3.045784137
51787034_001,https://s7d2.scene7.com/is/image/nu/51787034_001_b?$pdp-regular$,-0.681921743,1.837516528,-0.459129516,1.854853975,-1.228819538,0.916877968,0.40637451,-1.659509288,2.286248657,-0.775302032
51788925_009,https://s7d2.scene7.com/is/image/nu/51788925_009_b?$pdp-regular$,5.752036657,0.711926862,1.951196382,0.368660401,0.737219686,-0.845503476,-1.335761497,-0.493665451,-1.937907092,0.758308646
