Item_ID,URL,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10
4130295950008_266,https://s7d2.scene7.com/is/image/nu/4130295950008_266_b?$pdp-regular$,-1.743739037,-1.125693926,2.211737105,-0.602959168,-4.960655797,1.731942335,-0.222937546,-0.511241107,-1.956689182,-1.508832824
4130314820001_049,https://s7d2.scene7.com/is/image/nu/4130314820001_049_b?$pdp-regular$,-1.033333145,2.738659447,-0.25794233,0.767106405,0.495042306,4.400379556,-0.564389921,0.055506771,2.916243291,-0.203826672
4130314820002_049,https://s7d2.scene7.com/is/image/nu/4130314820002_049_b?$pdp-regular$,-1.835396512,2.659076936,3.040993568,3.031658002,1.132822673,2.433301109,-0.352605646,1.713295534,-0.533321313,0.97281803
4130314820005_069,https://s7d2.scene7.com/is/image/nu/4130314820005_069_b?$pdp-regular$,-3.888890996,-2.367638947,1.775385133,4.69249335,0.43669608,-0.158517793,0.042587406,0.036754356,-0.846641579,-1.00387574
4130314820006_072,https://s7d2.scene7.com/is/image/nu/4130314820006_072_b?$pdp-regular$,-1.9382709,-4.408262585,1.466392602,3.361889083,-0.783114994,-0.709350305,0.477581601,1.10516682,1.256232604,-1.112131035
4130317990010_049,https://s7d2.scene7.com/is/image/nu/4130317990010_049_b?$pdp-regular$,-2.572772401,0.550756233,0.898959538,1.437754016,-2.738272763,-0.258214446,0.995247463,0.875182361,-1.94728424,1.921101851
4130317990013_095,https://s7d2.scene7.com/is/image/nu/4130317990013_095_b?$pdp-regular$,-0.873928765,-0.497426642,3.294654859,-0.383245093,-4.357494356,1.380688326,1.710414284,-0.559189695,-1.006106417,-0.203822694
4130317990014_010,https://s7d2.scene7.com/is/image/nu/4130317990014_010_b?$pdp-regular$,-1.189586829,1.598810619,2.435681919,-0.328838783,-2.812523266,2.170137037,1.855489512,1.177968912,0.665704076,-0.608223273
4130317990015_049,https://s7d2.scene7.com/is/image/nu/4130317990015_049_b?$pdp-regular$,-1.87515835,0.894062404,0.965882056,-1.106585879,-2.054616091,-0.144915407,-2.069400388,0.479306615,0.698494057,-1.152515053
4130317990018_049,https://s7d2.scene7.com/is/image/nu/4130317990018_049_b?$pdp-regular$,-5.195621643,2.410393684,1.893364222,1.68205915,-1.879838666,0.477883602,-1.32483711,0.599955828,-2.186006015,0.425069614
4130317990019_041,https://s7d2.scene7.com/is/image/nu/4130317990019_041_b?$pdp-regular$,-3.189428064,3.019210164,0.767484511,3.249663653,-2.889123918,1.4486504,-1.040610485,0.086083835,-1.077878051,0.710661398
4130317990020_015,https://s7d2.scene7.com/is/image/nu/4130317990020_015_b?$pdp-regular$,-2.892615771,0.57525861,0.121004166,-1.485946677,-0.702433932,1.975569875,-1.024413692,3.516772709,-1.627647576,-0.264289893
4130317990021_009,https://s7d2.scene7.com/is/image/nu/4130317990021_009_b?$pdp-regular$,-3.767361004,2.898636857,1.897240157,2.573225875,-1.540178358,1.677206942,-1.136506527,0.826191481,-2.702840996,0.417225742
4130317990022_015,https://s7d2.scene7.com/is/image/nu/4130317990022_015_b?$pdp-regular$,-4.316951619,0.669230227,-1.83060606,-2.443580326,-0.09630156,-2.36240935,-1.002429533,0.528950631,-0.681063456,-0.17116271
4130317990023_059,https://s7d2.scene7.com/is/image/nu/4130317990023_059_b?$pdp-regular$,-3.759241799,1.477377656,2.292368484,-0.2784452,1.565883039,0.395598122,-4.494713033,0.087541156,-0.729829751,-0.173198491
4130317990025_038,https://s7d2.scene7.com/is/image/nu/4130317990025_038_b?$pdp-regular$,-1.844663752,-0.657128677,3.449428155,1.226446724,0.683721724,1.981392185,-2.138572817,0.920750977,-0.326045804,2.638061816
4130317990025_049,https://s7d2.scene7.com/is/image/nu/4130317990025_049_b?$pdp-regular$,-2.711450476,2.112753381,4.04839404,2.377806893,-0.142031119,0.442356441,-2.962635719,1.03418486,-1.505709443,-0.018877276
4130317990056_015,https://s7d2.scene7.com/is/image/nu/4130317990056_015_b?$pdp-regular$,-4.538301372,-1.255106205,-0.479452747,-1.675130065,-0.154963303,1.023223421,-1.697444593,-1.70257396,0.277730313,1.708041199
4130317990057_052,https://s7d2.scene7.com/is/image/nu/4130317990057_052_b?$pdp-regular$,-4.698038258,0.305572824,0.305038579,-1.258312923,0.420619583,-1.490369512,-2.814661116,0.237630665,-2.307901068,0.488704055
4130317990058_266,https://s7d2.scene7.com/is/image/nu/4130317990058_266_b?$pdp-regular$,-3.04927859,0.556147181,1.201250588,2.618526765,-3.306351442,2.299924883,-0.50751857,0.738462079,-0.795944462,0.41481021
4130317990059_041,https://s7d2.scene7.com/is/image/nu/4130317990059_041_b?$pdp-regular$,-4.224628994,0.169007688,-0.662826161,2.303695419,0.136327251,-0.661292175,-3.354102051,0.773892031,-1.348133194,1.423884354
4130317990060_049,https://s7d2.scene7.com/is/image/nu/4130317990060_049_b?$pdp-regular$,-4.396936204,-1.468160862,0.081657674,1.089627903,-0.499732159,0.465905277,-4.279949104,-0.767946895,-2.690013775,1.578111931
4130317990061_015,https://s7d2.scene7.com/is/image/nu/4130317990061_015_b?$pdp-regular$,-3.208639517,-2.045876178,3.47131885,1.7685303,1.418252646,2.410887554,-0.96896025,1.713531803,0.399098909,1.099465748
4130317990061_029,https://s7d2.scene7.com/is/image/nu/4130317990061_029_b?$pdp-regular$,-2.666280634,-2.378868145,2.899832081,0.883303541,2.600309501,1.77213065,-0.257581713,0.702526982,1.252502766,0.649014977
4130317990061_095,NA,-2.722351651,-1.721139246,1.239686289,1.737176929,1.608556336,0.348009317,0.595097471,-0.64597482,-2.038489177,-1.152080133
4130317990063_015,https://s7d2.scene7.com/is/image/nu/4130317990063_015_b?$pdp-regular$,-4.815022654,-1.635872886,0.520015687,2.660188392,0.325257245,0.557561056,-2.350275917,0.400933433,-0.966667531,0.709949737
4130317990064_049,https://s7d2.scene7.com/is/image/nu/4130317990064_049_b?$pdp-regular$,-3.123736621,-2.300530029,2.643256848,3.584626519,1.299949251,1.789784932,-1.371309894,0.276329726,-1.063392498,-1.086691939
4130317990065_266,https://s7d2.scene7.com/is/image/nu/4130317990065_266_b?$pdp-regular$,-2.658869599,-3.55068882,1.207057402,1.314764395,-2.894060915,1.080692423,-0.643380289,0.093615093,-0.163955029,0.259711176
4130317990068_105,https://s7d2.scene7.com/is/image/nu/4130317990068_105_b?$pdp-regular$,-3.4694029,-3.778000605,1.735902645,3.371512789,-0.844950625,0.23000901,-2.654802098,-0.449419356,-1.528556774,-1.406444995
4130317990518_009,https://s7d2.scene7.com/is/image/nu/4130317990518_009_b?$pdp-regular$,-3.384351612,1.080084439,3.368625115,1.62698754,1.80441793,1.266748523,-3.745196478,-0.445955458,-1.830789498,0.523262994
4130318350008_054,https://s7d2.scene7.com/is/image/nu/4130318350008_054_b?$pdp-regular$,-1.134322486,0.263514585,-0.867888506,-1.328840078,-2.456455898,-1.517457644,-1.795189406,2.576909205,0.809484087,1.408764568
4130318350009_266,https://s7d2.scene7.com/is/image/nu/4130318350009_266_b?$pdp-regular$,-2.924937956,0.045558183,3.611710645,-2.002404941,0.256577386,3.334126881,-0.70876085,1.926797685,-0.396174151,0.354163554
4130326950002_052,https://s7d2.scene7.com/is/image/nu/4130326950002_052_b?$pdp-regular$,-1.986953113,2.079928318,-2.09157734,1.910811125,1.301816958,-1.533567226,0.22858903,-1.805369755,0.643991533,-0.163784284
4130336410004_003,https://s7d2.scene7.com/is/image/nu/4130336410004_003_b?$pdp-regular$,-0.846247851,4.435478989,-1.60665837,2.196196973,0.627444243,-1.327187893,1.680338996,-1.770521191,-0.356001578,-1.376119816
4130336410007_001,https://s7d2.scene7.com/is/image/nu/4130336410007_001_b?$pdp-regular$,-1.190156467,3.73941342,1.686966814,2.533871136,0.960779601,2.187265591,-0.042658177,-0.000401003,0.667642687,0.797370217
4130339180018_009,https://s7d2.scene7.com/is/image/nu/4130339180018_009_b?$pdp-regular$,-1.134443318,1.779525554,0.76435458,-0.352880179,-3.498129442,-0.094903773,0.423853664,0.359729593,-1.904519549,-1.948536606
4130339180018_049,https://s7d2.scene7.com/is/image/nu/4130339180018_049_b?$pdp-regular$,-0.975553252,0.324252186,-0.005613408,1.732987359,-5.32862745,1.003367444,-1.956056898,0.128516321,-0.744441563,1.152340947
4130339180018_266,https://s7d2.scene7.com/is/image/nu/4130339180018_266_b?$pdp-regular$,-0.986101908,1.517297784,-0.369941573,-0.500930616,-3.813279979,0.234382647,0.525590912,0.729468475,-2.593647676,-2.046836197
4130339180024_001,https://s7d2.scene7.com/is/image/nu/4130339180024_001_b?$pdp-regular$,-0.703328075,4.032598525,-1.202071401,2.150545542,0.566040369,-1.924343583,0.797764487,-2.313902633,0.506378993,-1.601163318
4130339180025_009,https://s7d2.scene7.com/is/image/nu/4130339180025_009_b?$pdp-regular$,-3.056680646,3.028479931,1.687586358,0.824032742,1.295707616,0.026057756,-0.257822401,1.141477111,-1.923437869,1.782673712
4130339180025_049,https://s7d2.scene7.com/is/image/nu/4130339180025_049_b?$pdp-regular$,-3.935695118,2.169638838,2.328907053,1.064589247,0.045101063,2.058371398,-2.356799889,0.075623844,-3.711025826,0.642516267
4130339180027_063,https://s7d2.scene7.com/is/image/nu/4130339180027_063_b?$pdp-regular$,-1.692271608,2.453776756,1.522541629,1.563243372,0.62622183,3.958016702,0.676842366,-0.863453992,2.916426196,1.103450122
4130339180028_001,https://s7d2.scene7.com/is/image/nu/4130339180028_001_b?$pdp-regular$,-2.062544105,0.642146506,1.358978522,3.133110621,-1.272769155,-0.099412072,-0.107584239,-2.058920729,-0.023506902,3.125230898
4130339180032_009,https://s7d2.scene7.com/is/image/nu/4130339180032_009_b?$pdp-regular$,-3.174427714,-2.448574987,2.380629186,4.389286051,-1.859600486,-0.031817012,-1.870147212,-0.847978782,-1.868914872,-1.347358501
4130339200007_008,https://s7d2.scene7.com/is/image/nu/4130339200007_008_b?$pdp-regular$,-2.67375407,0.257051443,3.853021709,-1.192874896,-1.242684638,2.696903845,-0.510092493,1.819775691,-2.306925576,-0.120871146
4130340890012_079,https://s7d2.scene7.com/is/image/nu/4130340890012_079_b?$pdp-regular$,-2.882021423,0.216192347,-0.088804325,-0.88235802,-3.064560087,0.984429087,-0.620722349,1.036746337,-2.062240389,-1.622595019
4130340890013_266,https://s7d2.scene7.com/is/image/nu/4130340890013_266_b?$pdp-regular$,-3.649540348,1.811628459,0.34788097,-0.66753047,-0.446047426,2.002019252,0.024351268,2.394271017,-1.679681957,-1.356947712
4130346500007_009,https://s7d2.scene7.com/is/image/nu/4130346500007_009_b?$pdp-regular$,-3.986395628,2.274690277,1.257928029,0.219262935,1.080556993,1.676821133,-1.291972877,-0.004082903,-3.40699999,0.55185339
4130347470010_015,https://s7d2.scene7.com/is/image/nu/4130347470010_015_b?$pdp-regular$,-3.666415778,1.560955646,0.980276729,0.933399836,-2.936647833,-0.826976929,-1.018370169,2.069177518,-1.288512658,1.71364676
4130347470013_018,https://s7d2.scene7.com/is/image/nu/4130347470013_018_b?$pdp-regular$,-1.151153216,3.674273062,1.459901767,1.97884969,-1.210514397,2.319061468,-0.05301724,-0.747137459,-0.972576742,-1.373280892
4130347800030_049,https://s7d2.scene7.com/is/image/nu/4130347800030_049_b?$pdp-regular$,-4.715131387,2.112654676,1.122274458,-0.247411006,0.049145131,2.180505401,-0.856242489,-0.762216412,-2.801338682,0.747814809
4130348690013_001,https://s7d2.scene7.com/is/image/nu/4130348690013_001_b?$pdp-regular$,0.489597613,1.28030975,0.708869497,0.214111507,-3.45804802,-1.042165178,0.331747275,0.67386158,-0.460719073,0.87890212
4130348690013_015,https://s7d2.scene7.com/is/image/nu/4130348690013_015_b?$pdp-regular$,-1.017241949,1.367663729,2.300803051,0.705852802,-4.462522041,0.35587426,0.674274757,0.747670864,-0.899519473,0.782705344
4130348690020_015,https://s7d2.scene7.com/is/image/nu/4130348690020_015_b?$pdp-regular$,0.099622006,2.752124931,3.334846145,1.600252836,-2.598972134,0.689073822,2.785863154,1.245705644,1.169069224,-0.561683266
4130348690024_095,https://s7d2.scene7.com/is/image/nu/4130348690024_095_b?$pdp-regular$,-0.179073489,2.969671775,1.226072125,2.707320767,-1.177758495,1.9850517,1.665027392,2.250260058,-1.775122225,-0.375474028
4130348690025_041,https://s7d2.scene7.com/is/image/nu/4130348690025_041_b?$pdp-regular$,-0.372887949,3.785606013,1.721922084,2.93405094,-1.68706615,1.525767826,-1.158197786,1.395965667,0.035661553,0.112638398
4130348690026_001,https://s7d2.scene7.com/is/image/nu/4130348690026_001_b?$pdp-regular$,0.130082443,2.956390757,-0.444394839,1.244662009,1.049370079,3.144307589,-2.14501617,-1.568734705,0.418345111,-1.709359582
4130348690026_095,https://s7d2.scene7.com/is/image/nu/4130348690026_095_b?$pdp-regular$,-0.786523201,3.006212228,-0.155786463,0.536654004,0.574769429,3.498513239,-2.198196831,-0.754617261,0.172995272,-1.057257861
4130348690027_009,https://s7d2.scene7.com/is/image/nu/4130348690027_009_b?$pdp-regular$,-1.565616553,2.735752904,-0.167392919,2.748220041,0.950855498,2.755364357,-1.268182349,0.469108334,-1.160073665,1.730695844
4130348690030_068,https://s7d2.scene7.com/is/image/nu/4130348690030_068_b?$pdp-regular$,-2.73504216,1.377196796,-1.760417604,0.619864023,-0.215418293,3.260053249,-0.493126748,0.564619889,1.173779055,2.933011648
4130348690031_001,https://s7d2.scene7.com/is/image/nu/4130348690031_001_b?$pdp-regular$,-0.123702546,2.869187515,0.126234298,4.270680299,-1.140035998,2.322552515,-0.247434924,-0.280010496,0.965037805,-0.119227822
4130348690032_068,https://s7d2.scene7.com/is/image/nu/4130348690032_068_b?$pdp-regular$,-1.674469379,1.156938267,-0.526863189,2.057308803,-0.623482665,3.867035751,0.6676314,2.35556351,0.886192048,2.61959814
4130348690034_009,https://s7d2.scene7.com/is/image/nu/4130348690034_009_b?$pdp-regular$,-1.980669276,0.369274217,1.1656203,1.386877513,1.028646302,-0.238680378,-1.206522129,2.580224855,0.435973684,2.026881332
4130348690070_009,https://s7d2.scene7.com/is/image/nu/4130348690070_009_b?$pdp-regular$,2.045029287,-0.154851427,0.005900241,2.735743981,-2.379592413,-2.386031611,0.029136698,-0.59996892,2.226926709,2.668289643
4130348690071_049,https://s7d2.scene7.com/is/image/nu/4130348690071_049_b?$pdp-regular$,-1.056697895,0.481936442,3.473110879,3.573060003,-0.058756307,1.865051612,0.507346777,2.40948266,-0.822666341,1.123147335
4130348690073_059,https://s7d2.scene7.com/is/image/nu/4130348690073_059_b?$pdp-regular$,-1.077970828,-3.042117614,-1.549953852,2.129311002,-1.252856648,-1.978327686,-1.338547105,2.10901036,1.406183502,1.123120468
4130348690074_001,https://s7d2.scene7.com/is/image/nu/4130348690074_001_b?$pdp-regular$,-4.578296411,-0.809670209,0.921119169,2.050512898,2.630607379,1.698734076,0.254144284,-2.050436322,-1.099280459,2.447883666
4130348690075_015,https://s7d2.scene7.com/is/image/nu/4130348690075_015_b?$pdp-regular$,-3.518600869,-0.467924899,-0.548278233,4.252042875,0.829311702,1.463478562,0.224102265,0.346082481,-1.712218703,0.643745351
4130348690076_049,https://s7d2.scene7.com/is/image/nu/4130348690076_049_b?$pdp-regular$,-3.175637298,0.684094723,0.246145549,4.591313749,1.828109428,-0.19473705,0.26848655,1.253053833,-1.136525511,0.978033331
4130348690080_266,https://s7d2.scene7.com/is/image/nu/4130348690080_266_b?$pdp-regular$,-1.780474572,-2.654693768,1.701328971,4.05436515,0.979108496,2.156131899,1.117557167,0.96309156,-1.363204002,-1.866640592
